57,400000,20000,96.173,-80.955,47.54,16
58,420000,20000,96.48,-80.56,46.948,16
59,440000,20000,96.931,-80.692,46.366,16
60,460000,20000,97.269,-80.936,45.839,16
61,480000,20000,97.339,-81.507,45.488,16
62,500000,20000,97.413,-82.06,45.155,16
63,520000,20000,97.558,-82.216,44.829,16
64,540000,20000,97.941,-82.522,44.544,16
65,560000,20000,98.387,-82.704,44.296,16
66,580000,20000,98.897,-82.784,44.322,16
67,600000,20000,99.407,-82.863,44.365,16
68,620000,20000,99.907,-83.025,44.361,16
69,640000,20000,100.404,-83.299,44.438,16
70,660000,20000,101.361,-83.412,44.466,16
71,680000,20000,102.319,-83.524,44.326,16
72,700000,20000,103.276,-83.636,44.152,16
73,0,40000,90.723,-80.909,55.428,15
74,20000,40000,91.012,-80.899,55.112,15
75,40000,40000,91.302,-80.889,54.822,15
76,60000,40000,91.591,-80.879,54.601,15
77,80000,40000,91.87,-80.808,54.332,15
78,100000,40000,92.144,-80.712,53.977,15
79,120000,40000,92.425,-80.477,53.617,15
80,140000,40000,92.732,-80.288,53.223,15
81,160000,40000,93.065,-80.126,52.884,1
82,180000,40000,93.421,-79.943,52.787,1
83,200000,40000,93.705,-79.774,52.754,1
84,220000,40000,93.876,-79.751,52.593,15
85,240000,40000,94.048,-79.722,52.352,15
86,260000,40000,94.219,-79.533,52.002,15
87,280000,40000,94.344,-79.227,51.542,1
88,300000,40000,94.494,-79.941,50.831,15
89,320000,40000,94.757,-80.201,50.177,15
90,340000,40000,95.02,-80.461,49.524,15
91,360000,40000,95.282,-80.721,48.839,15
92,380000,40000,95.734,-80.773,48.144,15
93,400000,40000,96.037,-80.353,47.458,15
94,420000,40000,96.411,-80.237,46.873,15
95,440000,40000,96.861,-80.331,46.331,15
96,460000,40000,97.222,-80.55,45.817,15
97,480000,40000,97.292,-81.121,45.439,15
98,500000,40000,97.417,-81.369,45.132,15
99,520000,40000,97.667,-81.591,44.833,15
100,540000,40000,98.051,-81.897,44.604,15
101,560000,40000,98.496,-82.076,44.433,16
102,580000,40000,99.006,-82.156,44.344,16
103,600000,40000,99.502,-82.277,44.266,16
104,620000,40000,99.895,-82.538,44.208,16
105,640000,40000,100.57,-82.755,44.207,16
106,660000,40000,101.528,-82.867,44.189,16
107,680000,40000,102.485,-82.979,44.149,16
108,700000,40000,103.443,-83.092,44.018,16
109,0,60000,90.723,-80.721,55.303,15
110,20000,60000,91.012,-80.711,55.045,15
111,40000,60000,91.302,-80.701,54.844,15
112,60000,60000,91.58,-80.626,54.637,15
113,80000,60000,91.854,-80.53,54.448,15
114,100000,60000,92.128,-80.435,54.294,15
115,120000,60000,92.406,-80.271,54.068,15
116,140000,60000,92.687,-80.027,53.684,15
117,160000,60000,92.972,-79.789,53.162,15
118,180000,60000,93.312,-79.601,52.856,1
119,200000,60000,93.615,-79.463,52.701,1
120,220000,60000,93.908,-79.287,52.597,1
121,240000,60000,94.012,-79.289,52.329,1
122,260000,60000,94.14,-79.25,51.973,1
123,280000,60000,94.305,-79.216,51.667,1
124,300000,60000,94.38,-79.215,50.989,15
125,320000,60000,94.59,-79.415,50.253,15
126,340000,60000,94.853,-79.675,49.558,15
127,360000,60000,95.116,-79.934,48.856,15
128,380000,60000,95.54,-80.016,48.144,15
129,400000,60000,95.9,-79.75,47.457,15
130,420000,60000,96.342,-79.877,46.867,15
131,440000,60000,96.792,-79.97,46.333,15
132,460000,60000,97.174,-80.164,45.857,15
133,480000,60000,97.28,-80.526,45.456,15
134,500000,60000,97.421,-80.679,45.108,15
135,520000,60000,97.777,-80.967,44.823,15
136,540000,60000,98.16,-81.272,44.592,15
137,560000,60000,98.605,-81.448,44.425,15
138,580000,60000,99.115,-81.528,44.307,15
139,600000,60000,99.583,-81.732,44.231,16
140,620000,60000,99.826,-82.081,44.192,16
141,640000,60000,100.736,-82.211,44.15,16
142,660000,60000,101.694,-82.323,44.106,16
143,680000,60000,102.652,-82.435,44.058,16
144,700000,60000,103.609,-82.547,43.996,16
145,0,80000,90.723,-80.533,55.493,15
146,20000,80000,91.012,-80.523,55.136,15
147,40000,80000,91.289,-80.443,54.754,15
148,60000,80000,91.564,-80.347,54.567,15
149,80000,80000,91.838,-80.252,54.556,15
150,100000,80000,92.112,-80.156,54.413,15
151,120000,80000,92.386,-80.06,54.308,15
152,140000,80000,92.668,-79.82,54.03,15
153,160000,80000,92.949,-79.577,53.626,15
154,180000,80000,93.231,-79.333,53.293,15
155,200000,80000,93.497,-79.184,53.044,1
156,220000,80000,93.764,-79.139,52.879,1
157,240000,80000,93.949,-79.14,52.59,1
158,260000,80000,94.021,-79.162,52.332,1
159,280000,80000,94.08,-79.172,51.806,1
160,300000,80000,94.44,-78.988,51.227,1
161,320000,80000,94.713,-78.959,50.466,15
162,340000,80000,94.879,-79.108,49.71,15
163,360000,80000,95.061,-79.302,48.976,1
164,380000,80000,95.524,-79.429,48.233,1
165,400000,80000,95.795,-79.402,47.565,1
166,420000,80000,96.306,-79.495,46.885,15
167,440000,80000,96.784,-79.572,46.337,1
168,460000,80000,97.143,-79.682,45.867,1
169,480000,80000,97.284,-79.835,45.454,15
170,500000,80000,97.503,-80.037,45.104,15
171,520000,80000,97.886,-80.342,44.817,15
172,540000,80000,98.27,-80.648,44.586,15
173,560000,80000,98.714,-80.82,44.438,15
174,580000,80000,99.199,-80.974,44.349,15
175,600000,80000,99.693,-81.181,44.301,15
176,620000,80000,99.945,-81.554,44.219,16
177,640000,80000,100.903,-81.666,44.151,16
178,660000,80000,101.861,-81.779,44.16,16
179,680000,80000,102.818,-81.891,44.157,16
180,700000,80000,103.765,-82.105,44.075,16
181,0,100000,90.723,-80.345,55.303,16
182,20000,100000,90.999,-80.261,55.019,16
183,40000,100000,91.274,-80.165,54.749,15
184,60000,100000,91.548,-80.069,54.579,15
185,80000,100000,91.822,-79.974,54.552,15
186,100000,100000,92.096,-79.878,54.476,15
187,120000,100000,92.371,-79.783,54.402,15
188,140000,100000,92.649,-79.615,54.253,15
189,160000,100000,92.93,-79.371,54.011,15
190,180000,100000,93.212,-79.127,53.748,15
191,200000,100000,93.457,-79.013,53.477,15
192,220000,100000,93.665,-78.902,53.314,1
193,240000,100000,93.844,-78.861,53.108,1
194,260000,100000,94.0,-78.819,52.645,1
195,280000,100000,94.256,-78.743,52.146,1
196,300000,100000,94.525,-78.741,51.538,1
197,320000,100000,94.705,-78.798,50.82,1
198,340000,100000,94.862,-78.839,50.017,1
199,360000,100000,95.242,-78.968,49.251,1
200,380000,100000,95.485,-79.201,48.394,1
201,400000,100000,95.87,-79.109,47.543,1
202,420000,100000,96.428,-79.125,46.826,1
203,440000,100000,96.842,-79.225,46.24,1
204,460000,100000,97.159,-79.201,45.807,1
205,480000,100000,97.318,-79.347,45.465,1
206,500000,100000,97.624,-79.399,45.185,1
207,520000,100000,97.971,-79.735,44.94,15
208,540000,100000,98.315,-80.062,44.747,1
209,560000,100000,98.809,-80.231,44.612,1
210,580000,100000,99.281,-80.429,44.491,15
211,600000,100000,99.624,-80.724,44.425,15
212,620000,100000,100.112,-81.01,44.278,15
213,640000,100000,101.069,-81.122,44.146,16
214,660000,100000,102.032,-81.333,44.167,16
215,680000,100000,102.911,-81.676,44.178,16
216,700000,100000,103.727,-81.996,44.063,16
217,0,120000,90.709,-80.078,55.276,16
218,20000,120000,90.983,-79.983,54.822,16
219,40000,120000,91.258,-79.887,54.566,16
220,60000,120000,91.532,-79.791,54.373,15
221,80000,120000,91.806,-79.695,54.264,15
222,100000,120000,92.081,-79.6,54.262,15
223,120000,120000,92.355,-79.504,54.305,15
224,140000,120000,92.63,-79.408,54.252,15
225,160000,120000,92.911,-79.165,54.123,15
226,180000,120000,93.193,-78.921,53.945,15
227,200000,120000,93.462,-78.795,53.717,15
228,220000,120000,93.643,-78.739,53.536,1
229,240000,120000,93.819,-78.544,53.284,1
230,260000,120000,94.095,-78.498,52.858,1
231,280000,120000,94.385,-78.602,52.464,1
232,300000,120000,94.603,-78.576,51.852,1
233,320000,120000,94.911,-78.626,50.956,1
234,340000,120000,95.094,-78.543,50.077,1
235,360000,120000,95.4,-78.746,49.312,1
236,380000,120000,95.605,-78.741,48.495,1
237,400000,120000,95.913,-78.878,47.703,1
238,420000,120000,96.348,-78.801,46.939,1
239,440000,120000,96.87,-78.865,46.383,1
240,460000,120000,97.079,-79.123,46.024,1
241,480000,120000,97.383,-79.176,45.706,1
242,500000,120000,97.651,-79.262,45.377,1
243,520000,120000,97.916,-79.532,45.138,1
244,540000,120000,98.487,-79.666,44.964,1
245,560000,120000,98.912,-79.737,44.848,1
246,580000,120000,99.373,-79.908,44.678,1
247,600000,120000,99.57,-80.247,44.533,1
248,620000,120000,100.299,-80.561,44.332,15
249,640000,120000,101.189,-80.889,44.123,16
250,660000,120000,102.036,-81.271,44.037,16
251,680000,120000,102.851,-81.555,43.906,16
252,700000,120000,103.504,-81.876,43.96,16
253,0,140000,90.693,-79.8,55.384,16
254,20000,140000,90.968,-79.704,54.918,16
255,40000,140000,91.242,-79.609,54.588,16
256,60000,140000,91.516,-79.513,54.306,16
257,80000,140000,91.791,-79.417,54.135,15
258,100000,140000,92.065,-79.322,54.033,15
259,120000,140000,92.339,-79.226,54.017,15
260,140000,140000,92.614,-79.131,54.044,15
261,160000,140000,92.892,-78.959,54.034,15
262,180000,140000,93.173,-78.714,53.931,15
263,200000,140000,93.467,-78.577,53.845,15
264,220000,140000,93.629,-78.458,53.527,15
265,240000,140000,93.939,-78.294,53.151,1
266,260000,140000,94.109,-78.357,52.888,1
267,280000,140000,94.285,-78.351,52.568,1
268,300000,140000,94.665,-78.343,51.797,1
269,320000,140000,94.972,-78.334,50.917,1
270,340000,140000,95.296,-78.181,50.085,1
271,360000,140000,95.507,-78.203,49.445,1
272,380000,140000,95.641,-78.3,48.736,1
273,400000,140000,95.951,-78.354,47.908,1
274,420000,140000,96.247,-78.519,47.247,1
275,440000,140000,96.739,-78.607,46.704,1
276,460000,140000,97.063,-78.918,46.306,1
277,480000,140000,97.531,-78.942,45.949,1
278,500000,140000,97.792,-78.955,45.629,1
279,520000,140000,97.982,-79.083,45.351,1
280,540000,140000,98.495,-79.184,45.149,1
281,560000,140000,99.093,-79.436,44.968,1
282,580000,140000,99.426,-79.599,44.78,1
283,600000,140000,99.892,-79.757,44.666,1
284,620000,140000,100.571,-80.343,44.48,1
285,640000,140000,101.192,-80.822,44.12,15
286,660000,140000,101.973,-81.114,43.879,15
287,680000,140000,102.626,-81.435,43.798,16
288,700000,140000,103.28,-81.757,43.906,16
289,0,160000,90.678,-79.522,55.527,16
290,20000,160000,90.952,-79.426,55.196,16
291,40000,160000,91.226,-79.331,54.89,16
292,60000,160000,91.501,-79.235,54.571,16
293,80000,160000,91.775,-79.139,54.299,16
294,100000,160000,92.049,-79.043,54.153,15
295,120000,160000,92.323,-78.948,54.095,15
296,140000,160000,92.598,-78.852,54.045,15
297,160000,160000,92.872,-78.753,53.997,15
298,180000,160000,93.154,-78.509,53.921,15
299,200000,160000,93.473,-78.359,53.791,15
300,220000,160000,93.673,-78.186,53.385,15
301,240000,160000,93.959,-78.062,52.93,15
302,260000,160000,94.049,-78.184,52.449,15
303,280000,160000,94.372,-78.046,51.955,15
304,300000,160000,94.685,-77.982,51.444,15
305,320000,160000,94.951,-77.986,50.808,15
306,340000,160000,95.276,-77.898,50.177,1
307,360000,160000,95.558,-77.97,49.585,1
308,380000,160000,95.858,-77.975,48.846,1
309,400000,160000,96.098,-78.03,48.128,1
310,420000,160000,96.383,-78.207,47.608,1
311,440000,160000,96.566,-78.357,47.107,1
312,460000,160000,96.904,-78.692,46.556,1
313,480000,160000,97.655,-78.82,46.135,1
314,500000,160000,98.046,-78.741,45.822,1
315,520000,160000,98.226,-78.812,45.52,1
316,540000,160000,98.52,-79.049,45.259,1
317,560000,160000,99.144,-78.975,45.025,1
318,580000,160000,99.629,-79.129,44.89,1
319,600000,160000,100.044,-79.593,44.757,1
320,620000,160000,100.728,-79.84,44.514,1
321,640000,160000,101.454,-80.339,44.23,15
322,660000,160000,102.094,-80.663,43.934,15
323,680000,160000,102.734,-80.986,43.85,16
324,700000,160000,103.345,-81.317,43.912,16
325,0,180000,90.319,-78.73,55.595,16
326,20000,180000,90.686,-78.789,55.312,16
327,40000,180000,91.054,-78.849,55.059,16
328,60000,180000,91.422,-78.908,54.747,16
329,80000,180000,91.759,-78.861,54.451,16
330,100000,180000,92.033,-78.765,54.274,15
331,120000,180000,92.308,-78.67,54.212,15
332,140000,180000,92.582,-78.574,54.145,15
333,160000,180000,92.856,-78.479,54.087,15
334,180000,180000,93.135,-78.303,53.973,15
335,200000,180000,93.467,-78.134,53.765,15
336,220000,180000,93.708,-77.93,53.411,15
337,240000,180000,93.971,-77.837,53.014,15
338,260000,180000,94.079,-77.854,52.595,15
339,280000,180000,94.523,-77.678,52.179,1
340,300000,180000,94.691,-77.653,51.734,1
341,320000,180000,95.046,-77.698,51.019,1
342,340000,180000,95.323,-77.664,50.273,15
343,360000,180000,95.649,-77.642,49.688,1
344,380000,180000,95.82,-77.714,49.071,1
345,400000,180000,96.162,-77.871,48.376,1
346,420000,180000,96.406,-78.008,47.896,1
347,440000,180000,96.647,-78.063,47.392,1
348,460000,180000,96.913,-78.301,46.87,1
349,480000,180000,97.578,-78.428,46.427,1
350,500000,180000,98.178,-78.451,46.094,1
351,520000,180000,98.431,-78.482,45.739,1
352,540000,180000,98.717,-78.53,45.36,1
353,560000,180000,99.156,-78.602,45.073,1
354,580000,180000,99.772,-78.913,44.844,1
355,600000,180000,100.187,-79.228,44.717,15
356,620000,180000,100.872,-79.459,44.554,15
357,640000,180000,101.612,-79.801,44.265,15
358,660000,180000,102.025,-80.011,43.965,15
359,680000,180000,102.555,-80.364,43.911,15
360,700000,180000,103.085,-80.717,43.985,16
361,0,200000,89.919,-77.849,55.642,16
362,20000,200000,90.287,-77.909,55.309,16
363,40000,200000,90.654,-77.969,55.08,16
364,60000,200000,91.022,-78.028,54.858,16
365,80000,200000,91.389,-78.088,54.552,16
366,100000,200000,91.757,-78.148,54.287,16
367,120000,200000,92.125,-78.208,54.258,15
368,140000,200000,92.493,-78.267,54.291,15
369,160000,200000,92.833,-78.202,54.249,15
370,180000,200000,93.115,-78.097,54.143,15
371,200000,200000,93.467,-77.894,53.979,1
372,220000,200000,93.681,-77.685,53.632,15
373,240000,200000,93.914,-77.593,53.279,1
374,260000,200000,94.163,-77.464,52.937,1
375,280000,200000,94.373,-77.469,52.711,1
376,300000,200000,94.659,-77.445,52.36,1
377,320000,200000,95.007,-77.267,51.642,1
378,340000,200000,95.47,-77.419,50.712,1
379,360000,200000,95.688,-77.586,49.948,1
380,380000,200000,95.986,-77.598,49.277,1
381,400000,200000,96.162,-77.791,48.601,1
382,420000,200000,96.368,-77.843,48.057,1
383,440000,200000,96.732,-77.927,47.575,1
384,460000,200000,97.037,-78.042,47.108,1
385,480000,200000,97.454,-78.078,46.839,1
386,500000,200000,98.004,-78.259,46.468,1
387,520000,200000,98.364,-78.29,46.036,1
388,540000,200000,98.801,-78.278,45.613,1
389,560000,200000,99.383,-78.413,45.338,1
390,580000,200000,99.916,-78.651,45.086,1
391,600000,200000,100.346,-78.893,44.855,1
392,620000,200000,100.838,-79.251,44.556,15
393,640000,200000,101.628,-79.538,44.291,15
394,660000,200000,101.961,-79.651,44.075,15
395,680000,200000,102.295,-79.764,44.022,15
396,700000,200000,102.825,-80.117,44.022,16
397,0,220000,89.519,-76.969,55.915,16
398,20000,220000,89.887,-77.029,55.522,16
399,40000,220000,90.254,-77.089,55.201,16
400,60000,220000,90.622,-77.149,54.962,16
401,80000,220000,90.99,-77.208,54.697,16
402,100000,220000,91.357,-77.268,54.396,16
403,120000,220000,91.732,-77.348,54.116,16
404,140000,220000,92.133,-77.495,54.059,15
405,160000,220000,92.533,-77.642,54.159,15
406,180000,220000,92.942,-77.761,54.182,15
407,200000,220000,93.214,-77.602,54.208,1
408,220000,220000,93.505,-77.406,54.059,1
409,240000,220000,93.85,-77.213,53.747,1
410,260000,220000,94.161,-77.203,53.423,1
411,280000,220000,94.338,-77.116,53.32,1
412,300000,220000,94.681,-77.045,52.921,1
413,320000,220000,95.037,-77.1,52.085,1
414,340000,220000,95.39,-77.147,51.167,1
415,360000,220000,95.759,-77.444,50.305,1
416,380000,220000,96.055,-77.548,49.395,1
417,400000,220000,96.211,-77.596,48.852,1
418,420000,220000,96.556,-77.739,48.401,1
419,440000,220000,96.773,-77.76,47.939,1
420,460000,220000,97.117,-77.808,47.477,1
421,480000,220000,97.526,-77.899,47.104,1
422,500000,220000,97.825,-78.127,46.68,1
423,520000,220000,98.559,-77.994,46.231,1
424,540000,220000,98.85,-78.148,45.833,1
425,560000,220000,99.383,-78.229,45.563,1
426,580000,220000,99.952,-78.538,45.326,1
427,600000,220000,100.446,-78.752,45.019,1
428,620000,220000,100.841,-79.043,44.695,1
429,640000,220000,101.631,-79.268,44.433,15
430,660000,220000,101.977,-79.387,44.246,15
431,680000,220000,102.31,-79.5,44.131,15
432,700000,220000,102.644,-79.613,44.026,15
433,0,240000,89.119,-76.09,56.032,16
434,20000,240000,89.511,-76.214,55.778,16
435,40000,240000,89.911,-76.361,55.563,16
436,60000,240000,90.311,-76.508,55.35,16
437,80000,240000,90.696,-76.622,55.113,16
438,100000,240000,91.08,-76.734,54.764,16
439,120000,240000,91.464,-76.845,54.231,16
440,140000,240000,91.848,-76.957,53.775,15
441,160000,240000,92.238,-77.077,53.776,15
442,180000,240000,92.7,-77.298,54.159,15
443,200000,240000,93.044,-77.308,54.306,1
444,220000,240000,93.328,-77.086,54.281,1
445,240000,240000,93.719,-76.984,54.115,1
446,260000,240000,94.049,-76.881,53.888,1
447,280000,240000,94.298,-76.827,53.544,1
448,300000,240000,94.606,-76.796,53.136,1
449,320000,240000,95.028,-76.623,52.383,1
450,340000,240000,95.382,-76.927,51.457,1
451,360000,240000,95.714,-77.125,50.566,1
452,380000,240000,95.925,-77.226,49.609,1
453,400000,240000,96.278,-77.361,48.94,1
454,420000,240000,96.612,-77.666,48.654,1
455,440000,240000,97.024,-77.611,48.308,1
456,460000,240000,97.428,-77.674,47.853,1
457,480000,240000,97.857,-77.765,47.329,1
458,500000,240000,98.166,-77.786,46.808,1
459,520000,240000,98.559,-77.832,46.352,1
460,540000,240000,98.86,-77.912,45.984,1
461,560000,240000,99.418,-78.042,45.709,1
462,580000,240000,99.877,-78.283,45.449,1
463,600000,240000,100.415,-78.486,45.141,1
464,620000,240000,101.046,-78.642,44.844,1
465,640000,240000,101.624,-78.992,44.562,15
466,660000,240000,101.993,-79.124,44.35,15
467,680000,240000,102.326,-79.237,44.186,15
468,700000,240000,102.659,-79.35,44.021,15
469,0,260000,88.76,-75.385,56.156,16
470,20000,260000,89.144,-75.496,55.958,16
471,40000,260000,89.528,-75.609,55.807,16
472,60000,260000,89.912,-75.72,55.76,16
473,80000,260000,90.296,-75.831,55.615,16
474,100000,260000,90.68,-75.944,55.294,16
475,120000,260000,91.064,-76.055,54.785,16
476,140000,260000,91.524,-76.273,54.154,16
477,160000,260000,91.986,-76.495,53.711,15
478,180000,260000,92.448,-76.716,53.713,15
479,200000,260000,92.807,-76.854,53.887,15
480,220000,260000,93.206,-76.716,54.134,15
481,240000,260000,93.602,-76.674,54.184,1
482,260000,260000,93.927,-76.578,54.151,1
483,280000,260000,94.214,-76.558,54.065,1
484,300000,260000,94.642,-76.439,53.408,1
485,320000,260000,94.737,-76.457,52.78,1
486,340000,260000,95.278,-76.636,51.769,1
487,360000,260000,95.634,-76.917,50.983,1
488,380000,260000,96.118,-77.011,49.871,1
489,400000,260000,96.426,-77.16,49.262,1
490,420000,260000,96.9,-77.285,48.895,1
491,440000,260000,97.314,-77.554,48.47,1
492,460000,260000,97.568,-77.574,48.047,1
493,480000,260000,98.136,-77.523,47.444,1
494,500000,260000,98.574,-77.502,46.935,1
495,520000,260000,98.855,-77.558,46.475,1
496,540000,260000,99.042,-77.664,46.057,1
497,560000,260000,99.564,-77.948,45.779,1
498,580000,260000,100.043,-78.132,45.555,1
499,600000,260000,100.439,-78.312,45.248,1
500,620000,260000,101.184,-78.411,44.94,1
501,640000,260000,101.644,-78.803,44.628,1
502,660000,260000,102.052,-79.021,44.382,15
503,680000,260000,102.415,-79.145,44.169,15
504,700000,260000,102.785,-79.245,43.956,15
505,0,280000,88.36,-74.595,56.293,16
506,20000,280000,88.744,-74.706,56.26,16
507,40000,280000,89.128,-74.819,55.846,16
508,60000,280000,89.512,-74.93,55.846,16
509,80000,280000,89.896,-75.041,55.847,16
510,100000,280000,90.347,-75.248,55.602,16
511,120000,280000,90.81,-75.47,55.224,16
512,140000,280000,91.272,-75.691,54.696,16
513,160000,280000,91.734,-75.912,54.136,15
514,180000,280000,92.196,-76.134,53.624,15
515,200000,280000,92.612,-76.36,53.641,15
516,220000,280000,92.997,-76.242,53.852,15
517,240000,280000,93.436,-76.222,53.995,15
518,260000,280000,93.765,-76.279,54.156,1
519,280000,280000,94.211,-76.23,54.204,1
520,300000,280000,94.54,-76.197,53.677,1
521,320000,280000,94.814,-76.319,53.001,1
522,340000,280000,95.195,-76.398,52.088,1
523,360000,280000,95.742,-76.489,51.327,1
524,380000,280000,96.158,-76.558,50.435,1
525,400000,280000,96.532,-76.689,49.892,1
526,420000,280000,97.036,-76.808,49.231,1
527,440000,280000,97.551,-77.248,48.722,1
528,460000,280000,97.829,-77.176,48.165,1
529,480000,280000,98.337,-77.025,47.556,1
530,500000,280000,98.797,-77.218,47.057,1
531,520000,280000,99.085,-77.398,46.58,1
532,540000,280000,99.358,-77.475,46.11,1
533,560000,280000,99.991,-77.564,45.775,1
534,580000,280000,100.378,-77.837,45.53,1
535,600000,280000,100.811,-78.031,45.234,1
536,620000,280000,101.399,-78.241,44.953,1
537,640000,280000,101.869,-78.539,44.642,1
538,660000,280000,102.516,-78.832,44.367,15
539,680000,280000,102.862,-78.871,44.102,15
540,700000,280000,103.32,-78.921,43.823,15
541,0,300000,87.96,-73.805,56.2,16
542,20000,300000,88.344,-73.916,55.968,16
543,40000,300000,88.728,-74.028,55.747,16
544,60000,300000,89.172,-74.223,55.725,16
545,80000,300000,89.633,-74.445,55.815,16
546,100000,300000,90.096,-74.666,55.752,16
547,120000,300000,90.558,-74.888,55.5,16
548,140000,300000,91.02,-75.109,55.03,16
549,160000,300000,91.482,-75.331,54.65,16
550,180000,300000,91.944,-75.552,54.132,15
551,200000,300000,92.406,-75.774,53.862,15
552,220000,300000,92.789,-75.768,53.966,15
553,240000,300000,93.274,-75.753,53.849,15
554,260000,300000,93.666,-75.808,54.192,1
555,280000,300000,94.219,-75.708,54.187,1
556,300000,300000,94.608,-75.781,53.769,1
557,320000,300000,94.836,-75.874,52.984,1
558,340000,300000,95.403,-75.914,52.376,1
559,360000,300000,95.765,-76.027,51.527,1
560,380000,300000,96.248,-76.078,50.781,1
561,400000,300000,96.711,-76.261,50.272,1
562,420000,300000,97.238,-76.461,49.549,1
563,440000,300000,97.579,-76.616,48.96,1
564,460000,300000,98.224,-76.781,48.35,1
565,480000,300000,98.635,-76.806,47.775,1
566,500000,300000,99.149,-76.886,47.14,1
567,520000,300000,99.553,-77.093,46.512,1
568,540000,300000,99.853,-77.055,46.038,1
569,560000,300000,100.361,-77.217,45.691,1
570,580000,300000,100.771,-77.514,45.433,1
571,600000,300000,101.288,-77.793,45.153,1
572,620000,300000,101.776,-78.051,44.833,1
573,640000,300000,102.317,-78.263,44.524,1
574,660000,300000,103.001,-78.489,44.243,15
575,680000,300000,103.541,-78.57,43.924,15
576,700000,300000,104.052,-78.621,43.604,15
577,0,320000,87.56,-73.015,56.317,16
578,20000,320000,87.995,-73.199,56.006,16
579,40000,320000,88.457,-73.42,55.678,16
580,60000,320000,88.919,-73.641,55.447,16
581,80000,320000,89.382,-73.863,55.555,16
582,100000,320000,89.843,-74.085,55.793,16
583,120000,320000,90.306,-74.306,55.672,16
584,140000,320000,90.768,-74.527,55.286,16
585,160000,320000,91.23,-74.749,54.786,16
586,180000,320000,91.692,-74.97,54.368,15
587,200000,320000,92.154,-75.192,54.208,15
588,220000,320000,92.631,-75.29,54.271,15
589,240000,320000,93.138,-75.263,54.014,15
590,260000,320000,93.649,-75.236,54.176,1
591,280000,320000,94.179,-75.177,54.418,1
592,300000,320000,94.607,-75.19,54.014,1
593,320000,320000,94.791,-75.251,53.14,1
594,340000,320000,95.311,-75.352,52.165,1
595,360000,320000,95.836,-75.426,51.492,1
596,380000,320000,96.468,-75.545,50.927,1
597,400000,320000,96.772,-75.798,50.441,1
598,420000,320000,97.347,-75.939,49.734,1
599,440000,320000,97.745,-76.11,49.13,1
600,460000,320000,98.404,-76.406,48.343,1
601,480000,320000,98.915,-76.481,47.803,1
602,500000,320000,99.351,-76.545,47.196,1
603,520000,320000,99.811,-76.689,46.51,1
604,540000,320000,100.258,-76.718,45.926,1
605,560000,320000,100.704,-77.003,45.552,1
606,580000,320000,101.23,-77.252,45.299,1
607,600000,320000,101.493,-77.479,44.94,1
608,620000,320000,102.046,-77.743,44.608,1
609,640000,320000,102.56,-77.937,44.313,1
610,660000,320000,103.224,-78.094,44.022,15
611,680000,320000,104.04,-78.182,43.726,15
